Timestamp,Temperatura,Umidità
2023-05-27 13:46:33,20.2°,53.3%
2023-05-27 13:46:34,20.1°,53.2%
2023-05-27 13:46:35,20.0°,53.0%
2023-05-27 13:46:36,20.1°,53.2%
2023-05-27 13:46:37,20.1°,52.9%
2023-05-27 13:46:38,20.1°,53.2%
2023-05-27 13:46:39,20.0°,52.9%
2023-05-27 13:46:40,20.0°,53.1%
2023-05-27 13:46:41,20.2°,53.1%
2023-05-27 13:46:42,20.1°,53.2%
2023-05-27 13:46:43,20.0°,53.1%
2023-05-27 13:46:44,20.0°,53.4%
2023-05-27 13:46:45,20.0°,53.1%
2023-05-27 13:46:46,20.0°,53.4%
2023-05-27 13:46:47,20.0°,53.2%
2023-05-27 13:46:48,20.2°,52.9%
2023-05-27 13:46:49,20.0°,53.4%
2023-05-27 13:46:50,19.9°,53.4%
2023-05-27 13:46:51,20.0°,53.3%
2023-05-27 13:46:52,19.8°,52.8%
2023-05-27 13:46:53,19.7°,53.2%
2023-05-27 13:46:54,19.7°,53.3%
2023-05-27 13:46:55,19.8°,53.1%
2023-05-27 13:46:56,20.0°,53.5%
2023-05-27 13:46:57,20.0°,53.4%
2023-05-27 13:46:58,19.9°,53.3%
2023-05-27 13:46:59,19.7°,53.1%
2023-05-27 13:47:00,19.8°,53.2%
2023-05-27 13:47:01,19.8°,52.5%
2023-05-27 13:47:02,19.7°,53.2%
2023-05-27 13:47:03,19.7°,52.8%
2023-05-27 13:47:04,19.9°,53.2%
2023-05-27 13:47:05,19.8°,52.7%
2023-05-27 13:47:06,19.6°,53.1%
2023-05-27 13:47:07,19.4°,53.4%
2023-05-27 13:47:08,19.3°,52.9%
2023-05-27 13:47:09,19.2°,52.9%
2023-05-27 13:47:10,19.0°,53.0%
2023-05-27 13:47:11,19.2°,53.4%
2023-05-27 13:47:12,19.1°,52.7%
2023-05-27 13:47:13,19.0°,52.6%
2023-05-27 13:47:14,19.1°,53.3%
2023-05-27 13:47:15,19.0°,53.2%
2023-05-27 13:47:16,18.9°,53.4%
2023-05-27 13:47:17,19.1°,52.7%
2023-05-27 13:47:18,19.2°,52.7%
2023-05-27 13:47:19,19.3°,53.0%
2023-05-27 13:47:20,19.3°,53.2%
2023-05-27 13:47:21,19.5°,53.0%
2023-05-27 13:47:22,19.4°,52.8%
2023-05-27 13:47:23,19.6°,53.3%
2023-05-27 13:47:24,19.7°,52.9%
2023-05-27 13:47:25,19.8°,52.7%
2023-05-27 13:47:26,19.8°,53.4%
2023-05-27 13:47:27,19.8°,52.5%
2023-05-27 13:47:28,20.0°,53.2%
2023-05-27 13:47:29,19.8°,52.5%
2023-05-27 13:47:30,19.8°,52.7%
2023-05-27 13:47:31,19.6°,53.3%
2023-05-27 13:47:32,19.5°,53.1%
2023-05-27 13:47:33,19.3°,53.0%
2023-05-27 13:47:34,19.3°,53.4%
2023-05-27 13:47:35,19.4°,53.1%
2023-05-27 13:47:36,19.3°,52.7%
2023-05-27 13:47:37,19.3°,53.4%
2023-05-27 13:47:38,19.3°,53.4%
2023-05-27 13:47:39,19.2°,53.0%
2023-05-27 13:47:40,19.1°,53.1%
2023-05-27 13:47:41,19.0°,53.3%
2023-05-27 13:47:42,19.1°,52.7%
2023-05-27 13:47:43,19.0°,52.9%
2023-05-27 13:47:44,18.9°,52.6%
2023-05-27 13:47:45,18.7°,53.1%
2023-05-27 13:47:46,18.6°,52.7%
2023-05-27 13:47:47,18.6°,52.5%
2023-05-27 13:47:48,18.8°,52.7%
2023-05-27 13:47:49,18.6°,52.6%
2023-05-27 13:47:50,18.5°,53.4%
2023-05-27 13:47:51,18.4°,52.7%
2023-05-27 13:47:52,18.4°,52.6%
2023-05-27 13:47:53,18.5°,53.0%
2023-05-27 13:47:54,18.4°,53.5%
2023-05-27 13:47:55,18.2°,53.3%
2023-05-27 13:47:56,18.2°,52.5%
2023-05-27 13:47:57,18.4°,52.8%
2023-05-27 13:47:58,18.5°,53.1%
2023-05-27 13:47:59,18.7°,53.5%
2023-05-27 13:48:00,18.5°,52.7%
2023-05-27 13:48:01,18.3°,53.3%
2023-05-27 13:48:02,18.3°,53.5%
2023-05-27 13:48:03,18.2°,53.3%
2023-05-27 13:48:04,18.4°,52.9%
2023-05-27 13:48:05,18.3°,53.1%
2023-05-27 13:48:06,18.1°,53.5%
2023-05-27 13:48:07,18.2°,53.0%
2023-05-27 13:48:08,18.2°,52.8%
2023-05-27 13:48:09,18.1°,53.5%
2023-05-27 13:48:10,18.0°,52.7%
2023-05-27 13:48:11,18.0°,53.0%
2023-05-27 13:48:12,17.8°,52.8%
2023-05-27 13:48:13,17.8°,53.4%
2023-05-27 13:48:14,17.9°,52.7%
2023-05-27 13:48:15,18.1°,53.4%
2023-05-27 13:48:16,18.0°,52.9%
2023-05-27 13:48:17,18.0°,52.6%
2023-05-27 13:48:18,17.9°,53.4%
2023-05-27 13:48:19,18.0°,52.9%
2023-05-27 13:48:20,17.9°,53.0%
2023-05-27 13:48:21,17.8°,52.9%
2023-05-27 13:48:22,18.0°,53.4%
2023-05-27 13:48:23,18.2°,53.3%
2023-05-27 13:48:24,18.2°,53.2%
2023-05-27 13:48:25,18.3°,53.3%
2023-05-27 13:48:26,18.3°,52.5%
2023-05-27 13:48:27,18.4°,52.5%
2023-05-27 13:48:28,18.4°,53.4%
2023-05-27 13:48:29,18.5°,52.8%
2023-05-27 13:48:30,18.7°,53.1%
2023-05-27 13:48:31,18.7°,52.9%
2023-05-27 13:48:32,18.8°,53.0%
2023-05-27 13:48:33,19.0°,53.0%
2023-05-27 13:48:34,18.8°,52.6%
2023-05-27 13:48:35,18.8°,52.9%
2023-05-27 13:48:36,18.9°,52.9%
2023-05-27 13:48:37,18.8°,53.4%
2023-05-27 13:48:38,18.8°,53.2%
2023-05-27 13:48:39,19.0°,52.6%
2023-05-27 13:48:40,19.2°,53.2%
2023-05-27 13:48:41,19.3°,53.3%
2023-05-27 13:48:42,19.4°,52.6%
2023-05-27 13:48:43,19.5°,52.8%
2023-05-27 13:48:44,19.5°,53.2%
2023-05-27 13:48:45,19.6°,53.0%
2023-05-27 13:48:46,19.7°,53.0%
2023-05-27 13:48:47,19.8°,52.7%
2023-05-27 13:48:48,19.8°,53.4%
2023-05-27 13:48:49,19.7°,52.8%
2023-05-27 13:48:50,19.5°,52.8%
2023-05-27 13:48:51,19.7°,53.1%
2023-05-27 13:48:53,19.7°,52.8%
2023-05-27 13:48:54,19.8°,52.9%
2023-05-27 13:48:55,19.9°,53.3%
2023-05-27 13:48:56,20.0°,52.8%
2023-05-27 13:48:57,20.2°,53.1%
2023-05-27 13:48:58,20.4°,53.1%
2023-05-27 13:48:59,20.2°,52.8%
2023-05-27 13:49:00,20.3°,53.0%
2023-05-27 13:49:01,20.2°,53.2%
2023-05-27 13:49:02,20.0°,53.5%
2023-05-27 13:49:03,20.1°,52.5%
2023-05-27 13:49:04,20.3°,52.7%
2023-05-27 13:49:05,20.5°,53.3%
2023-05-27 13:49:06,20.5°,53.1%
2023-05-27 13:49:07,20.4°,52.7%
2023-05-27 13:49:08,20.4°,52.7%
2023-05-27 13:49:09,20.6°,53.1%
2023-05-27 13:49:10,20.6°,52.7%
2023-05-27 13:49:11,20.7°,53.4%
2023-05-27 13:49:12,20.5°,53.1%
2023-05-27 13:49:13,20.4°,52.6%
2023-05-27 13:49:14,20.6°,53.4%
2023-05-27 13:49:15,20.5°,52.8%
2023-05-27 13:49:16,20.7°,52.7%
2023-05-27 13:49:17,20.7°,52.8%
2023-05-27 13:49:18,20.7°,52.6%
2023-05-27 13:49:19,20.6°,53.1%
2023-05-27 13:49:20,20.8°,52.7%
2023-05-27 13:49:21,20.9°,53.2%
2023-05-27 13:49:22,20.9°,53.0%
2023-05-27 13:49:23,21.0°,52.9%
2023-05-27 13:49:24,20.9°,53.3%
2023-05-27 13:49:25,21.1°,53.1%
2023-05-27 13:49:26,21.2°,52.7%
2023-05-27 13:49:27,21.4°,52.9%
2023-05-27 13:49:28,21.4°,52.7%
2023-05-27 13:49:29,21.3°,52.7%
2023-05-27 13:49:30,21.2°,52.5%
2023-05-27 13:49:31,21.3°,53.5%
2023-05-27 13:49:32,21.2°,53.4%
2023-05-27 13:49:33,21.2°,52.7%
2023-05-27 13:49:34,21.0°,52.5%
2023-05-27 13:49:35,21.0°,52.5%
2023-05-27 13:49:36,20.9°,53.3%
2023-05-27 13:49:37,20.8°,53.1%
2023-05-27 13:49:38,20.8°,53.0%
2023-05-27 13:49:39,20.9°,52.7%
2023-05-27 13:49:40,20.8°,53.2%
2023-05-27 13:49:41,20.6°,53.3%
2023-05-27 13:49:42,20.6°,53.2%
2023-05-27 13:49:43,20.6°,53.3%
2023-05-27 13:49:44,20.5°,52.8%
2023-05-27 13:49:45,20.5°,52.9%
2023-05-27 13:49:46,20.7°,53.2%
2023-05-27 13:49:47,20.7°,53.1%
2023-05-27 13:49:48,20.7°,53.2%
2023-05-27 13:49:49,20.7°,53.0%
2023-05-27 13:49:50,20.5°,53.5%
2023-05-27 13:49:51,20.5°,53.4%
2023-05-27 13:49:52,20.7°,53.2%
2023-05-27 13:49:53,20.6°,53.0%
2023-05-27 13:49:54,20.7°,53.4%
2023-05-27 13:49:55,20.8°,52.9%
2023-05-27 13:49:56,20.8°,53.2%
2023-05-27 13:49:57,20.8°,52.7%
2023-05-27 13:49:58,20.8°,52.7%
2023-05-27 13:49:59,20.6°,52.7%
2023-05-27 13:50:00,20.7°,52.9%
2023-05-27 13:50:01,20.6°,53.4%
2023-05-27 13:50:02,20.5°,52.6%
2023-05-27 13:50:03,20.5°,52.9%
2023-05-27 13:50:04,20.5°,53.3%
2023-05-27 13:50:05,20.7°,52.7%
2023-05-27 13:50:06,20.6°,52.8%
2023-05-27 13:50:07,20.7°,52.8%
2023-05-27 13:50:08,20.9°,52.7%
2023-05-27 13:50:09,20.9°,53.0%
2023-05-27 13:50:10,20.9°,53.3%
2023-05-27 13:50:11,20.8°,53.5%
2023-05-27 13:50:12,20.7°,52.5%
2023-05-27 13:50:13,20.6°,53.1%
2023-05-27 13:50:14,20.6°,53.3%
2023-05-27 13:50:15,20.7°,52.7%
2023-05-27 13:50:16,20.8°,53.2%
2023-05-27 13:50:17,20.7°,53.1%
2023-05-27 13:50:18,20.8°,52.7%
2023-05-27 13:50:19,20.9°,52.6%
2023-05-27 13:50:20,20.8°,53.3%
2023-05-27 13:50:21,21.0°,52.9%
2023-05-27 13:50:22,20.8°,52.7%
2023-05-27 13:50:23,21.0°,52.8%
2023-05-27 13:50:24,20.9°,53.1%
2023-05-27 13:50:25,21.0°,52.6%
2023-05-27 13:50:26,21.0°,53.0%
2023-05-27 13:50:27,21.0°,53.4%
2023-05-27 13:50:28,21.0°,53.4%
2023-05-27 13:50:29,21.2°,52.8%
2023-05-27 13:50:30,21.1°,52.6%
2023-05-27 13:50:31,20.9°,53.0%
2023-05-27 13:50:32,20.9°,52.8%
2023-05-27 13:50:33,21.1°,53.0%
2023-05-27 13:50:34,21.1°,52.8%
2023-05-27 13:50:35,21.2°,53.0%
2023-05-27 13:50:36,21.1°,52.5%
2023-05-27 13:50:37,21.3°,53.5%
2023-05-27 13:50:38,21.3°,52.6%
2023-05-27 13:50:39,21.5°,53.0%
2023-05-27 13:50:40,21.5°,52.9%
2023-05-27 13:50:41,21.5°,52.9%
2023-05-27 13:50:42,21.4°,53.1%
2023-05-27 13:50:43,21.4°,53.0%
2023-05-27 13:50:44,21.2°,52.7%
2023-05-27 13:50:45,21.4°,53.3%
2023-05-27 13:50:46,21.5°,53.4%
2023-05-27 13:50:47,21.4°,53.4%
2023-05-27 13:50:48,21.3°,52.9%
2023-05-27 13:50:49,21.3°,53.3%
2023-05-27 13:50:50,21.3°,53.0%
2023-05-27 13:50:51,21.4°,52.6%
2023-05-27 13:50:52,21.5°,53.1%
2023-05-27 13:50:53,21.5°,53.3%
2023-05-27 13:50:54,21.4°,53.2%
2023-05-27 13:50:56,21.2°,53.1%
2023-05-27 13:50:57,21.3°,53.3%
2023-05-27 13:50:58,21.5°,52.9%
2023-05-27 13:50:59,21.4°,53.2%
2023-05-27 13:51:00,21.4°,53.1%
2023-05-27 13:51:01,21.2°,53.1%
2023-05-27 13:51:02,21.3°,53.3%
2023-05-27 13:51:03,21.3°,53.2%
2023-05-27 13:51:04,21.4°,52.7%
2023-05-27 13:51:05,21.6°,52.6%
2023-05-27 13:51:06,21.7°,53.1%
2023-05-27 13:51:07,21.7°,53.4%
2023-05-27 13:51:08,21.7°,52.8%
2023-05-27 13:51:09,21.8°,53.3%
2023-05-27 13:51:10,21.9°,53.1%
2023-05-27 13:51:11,21.9°,53.1%
2023-05-27 13:51:12,21.7°,53.1%
2023-05-27 13:51:13,21.6°,53.1%
2023-05-27 13:51:14,21.7°,52.8%
2023-05-27 13:51:15,21.6°,52.8%
2023-05-27 13:51:16,21.8°,52.9%
2023-05-27 13:51:17,22.0°,53.0%
2023-05-27 13:51:18,22.2°,53.1%
2023-05-27 13:51:19,22.3°,52.5%
2023-05-27 13:51:20,22.2°,53.0%
2023-05-27 13:51:21,22.2°,53.4%
2023-05-27 13:51:22,22.1°,53.3%
2023-05-27 13:51:23,21.9°,53.4%
2023-05-27 13:51:24,22.0°,53.4%
2023-05-27 13:51:25,22.0°,52.6%
2023-05-27 13:51:26,22.0°,53.1%
2023-05-27 13:51:27,22.1°,53.3%
2023-05-27 13:51:28,22.1°,52.6%
2023-05-27 13:51:29,22.3°,53.5%
2023-05-27 13:51:30,22.5°,53.3%
2023-05-27 13:51:31,22.5°,53.0%
2023-05-27 13:51:32,22.4°,53.2%
2023-05-27 13:51:33,22.5°,53.2%
2023-05-27 13:51:34,22.4°,53.4%
2023-05-27 13:51:35,22.3°,53.0%
2023-05-27 13:51:36,22.2°,53.0%
2023-05-27 13:51:37,22.4°,53.4%
2023-05-27 13:51:38,22.6°,52.7%
2023-05-27 13:51:39,22.5°,53.4%
2023-05-27 13:51:40,22.5°,52.6%
2023-05-27 13:51:41,22.5°,53.0%
2023-05-27 13:51:42,22.7°,52.7%
2023-05-27 13:51:43,22.8°,53.5%
2023-05-27 13:51:44,22.9°,52.6%
2023-05-27 13:51:45,22.8°,52.9%
2023-05-27 13:51:46,22.8°,52.5%
2023-05-27 13:51:47,22.9°,52.6%
2023-05-27 13:51:48,22.9°,53.2%
2023-05-27 13:51:49,23.0°,53.1%
2023-05-27 13:51:50,23.1°,52.6%
2023-05-27 13:51:51,23.1°,53.1%
2023-05-27 13:51:52,23.1°,53.4%
2023-05-27 13:51:53,23.1°,53.0%
2023-05-27 13:51:54,23.1°,53.5%
2023-05-27 13:51:55,23.2°,52.6%
2023-05-27 13:51:56,23.3°,53.3%
2023-05-27 13:51:57,23.1°,52.6%
2023-05-27 13:51:58,23.2°,52.6%
2023-05-27 13:51:59,23.2°,52.7%
2023-05-27 13:52:00,23.3°,53.0%
2023-05-27 13:52:01,23.3°,53.1%
2023-05-27 13:52:02,23.4°,53.1%
2023-05-27 13:52:03,23.5°,52.9%
2023-05-27 13:52:04,23.3°,53.2%
2023-05-27 13:52:05,23.2°,53.0%
2023-05-27 13:52:06,23.1°,52.7%
2023-05-27 13:52:07,23.0°,52.9%
2023-05-27 13:52:08,23.1°,52.6%
2023-05-27 13:52:09,23.0°,52.6%
2023-05-27 13:52:10,22.9°,52.7%
2023-05-27 13:52:11,23.0°,53.2%
2023-05-27 13:52:12,23.1°,53.5%
2023-05-27 13:52:13,23.0°,53.0%
2023-05-27 13:52:14,22.9°,52.8%
2023-05-27 13:52:15,23.0°,53.1%
2023-05-27 13:52:16,23.0°,53.1%
2023-05-27 13:52:17,22.8°,53.3%
2023-05-27 13:52:18,23.0°,52.9%
2023-05-27 13:52:19,22.8°,52.6%
2023-05-27 13:52:20,22.7°,52.5%
2023-05-27 13:52:21,22.7°,52.7%
2023-05-27 13:52:22,22.8°,52.7%
2023-05-27 13:52:23,22.7°,53.0%
2023-05-27 13:52:24,22.7°,52.7%
2023-05-27 13:52:25,22.6°,53.3%
2023-05-27 13:52:26,22.7°,52.5%
2023-05-27 13:52:27,22.6°,52.9%
2023-05-27 13:52:28,22.5°,53.3%
2023-05-27 13:52:29,22.4°,53.2%
2023-05-27 13:52:30,22.6°,53.2%
2023-05-27 13:52:31,22.7°,53.3%
2023-05-27 13:52:32,22.8°,53.1%
2023-05-27 13:52:33,23.0°,53.1%
2023-05-27 13:52:34,22.9°,53.3%
2023-05-27 13:52:35,23.1°,53.5%
2023-05-27 13:52:36,23.2°,53.3%
2023-05-27 13:52:37,23.0°,53.1%
2023-05-27 13:52:38,23.1°,52.6%
2023-05-27 13:52:39,23.2°,52.7%
2023-05-27 13:52:40,23.3°,52.9%
2023-05-27 13:52:41,23.5°,52.6%
2023-05-27 13:52:42,23.6°,52.7%
2023-05-27 13:52:43,23.4°,53.1%
2023-05-27 13:52:44,23.4°,53.0%
2023-05-27 13:52:45,23.4°,52.7%
2023-05-27 13:52:46,23.5°,52.6%
2023-05-27 13:52:47,23.4°,52.6%
2023-05-27 13:52:48,23.5°,52.6%
2023-05-27 13:52:49,23.5°,52.9%
2023-05-27 13:52:50,23.5°,52.8%
2023-05-27 13:52:51,23.6°,53.2%
2023-05-27 13:52:52,23.5°,53.0%
2023-05-27 13:52:53,23.5°,53.0%
2023-05-27 13:52:54,23.7°,53.5%
2023-05-27 13:52:55,23.8°,52.7%
2023-05-27 13:52:56,23.9°,53.0%
2023-05-27 13:52:57,23.9°,52.9%
2023-05-27 13:52:58,23.8°,52.7%
2023-05-27 13:52:59,23.6°,52.7%
2023-05-27 13:53:00,23.4°,53.5%
2023-05-27 13:53:01,23.3°,53.3%
2023-05-27 13:53:02,23.2°,53.1%
2023-05-27 13:53:03,23.2°,53.3%
2023-05-27 13:53:04,23.2°,53.1%
2023-05-27 13:53:05,23.3°,53.5%
2023-05-27 13:53:06,23.2°,52.9%
2023-05-27 13:53:07,23.3°,53.4%
2023-05-27 13:53:08,23.5°,52.8%
2023-05-27 13:53:09,23.6°,53.3%
2023-05-27 13:53:10,23.7°,53.3%
2023-05-27 13:53:11,23.5°,53.1%
2023-05-27 13:53:12,23.6°,53.4%
2023-05-27 13:53:13,23.6°,53.3%
2023-05-27 13:53:14,23.5°,53.4%
2023-05-27 13:53:15,23.6°,53.4%
2023-05-27 13:53:16,23.5°,53.2%
2023-05-27 13:53:17,23.6°,53.3%
2023-05-27 13:53:18,23.5°,52.6%
2023-05-27 13:53:19,23.6°,53.1%
2023-05-27 13:53:20,23.7°,53.4%
2023-05-27 13:53:21,23.5°,53.0%
2023-05-27 13:53:22,23.5°,53.5%
2023-05-27 13:53:24,23.6°,53.4%
2023-05-27 13:53:25,23.5°,53.1%
2023-05-27 13:53:26,23.6°,53.0%
2023-05-27 13:53:27,23.7°,53.4%
2023-05-27 13:53:28,23.5°,53.0%
2023-05-27 13:53:29,23.4°,52.6%
2023-05-27 13:53:30,23.6°,52.9%
2023-05-27 13:53:31,23.5°,53.3%
2023-05-27 13:53:32,23.4°,53.3%
2023-05-27 13:53:33,23.5°,52.9%
2023-05-27 13:53:34,23.6°,52.7%
2023-05-27 13:53:35,23.7°,52.8%
2023-05-27 13:53:36,23.7°,53.2%
2023-05-27 13:53:37,23.7°,53.3%
2023-05-27 13:53:38,23.6°,52.9%
2023-05-27 13:53:39,23.6°,53.3%
2023-05-27 13:53:40,23.7°,53.3%
2023-05-27 13:53:41,23.7°,53.1%
2023-05-27 13:53:42,23.6°,52.8%
2023-05-27 13:53:43,23.4°,53.2%
2023-05-27 13:53:44,23.2°,53.4%
2023-05-27 13:53:45,23.2°,52.7%
2023-05-27 13:53:46,23.0°,53.4%
2023-05-27 13:53:47,23.1°,52.9%
2023-05-27 13:53:48,23.3°,53.3%
2023-05-27 13:53:49,23.2°,53.0%
2023-05-27 13:53:50,23.2°,53.5%
2023-05-27 13:53:51,23.2°,53.1%
2023-05-27 13:53:52,23.3°,53.1%
2023-05-27 13:53:53,23.3°,53.0%
2023-05-27 13:53:54,23.4°,52.8%
2023-05-27 13:53:55,23.3°,52.5%
2023-05-27 13:53:56,23.2°,53.3%
2023-05-27 13:53:57,23.4°,53.2%
2023-05-27 13:53:58,23.4°,52.9%
2023-05-27 13:53:59,23.5°,53.2%
2023-05-27 13:54:00,23.5°,53.2%
2023-05-27 13:54:01,23.7°,52.6%
2023-05-27 13:54:02,23.7°,52.5%
2023-05-27 13:54:03,23.8°,53.3%
2023-05-27 13:54:04,23.9°,52.5%
2023-05-27 13:54:05,23.7°,53.0%
2023-05-27 13:54:06,23.7°,52.9%
2023-05-27 13:54:07,23.6°,53.4%
2023-05-27 13:54:08,23.4°,53.0%
2023-05-27 13:54:09,23.5°,52.8%
2023-05-27 13:54:10,23.5°,52.9%
2023-05-27 13:54:11,23.5°,53.3%
2023-05-27 13:54:12,23.5°,53.3%
2023-05-27 13:54:13,23.3°,52.8%
2023-05-27 13:54:14,23.3°,53.1%
2023-05-27 13:54:15,23.2°,52.6%
2023-05-27 13:54:16,23.0°,52.6%
2023-05-27 13:54:17,23.1°,53.0%
2023-05-27 13:54:18,23.0°,53.5%
2023-05-27 13:54:19,23.0°,52.9%
2023-05-27 13:54:20,23.2°,52.9%
2023-05-27 13:54:21,23.3°,53.5%
2023-05-27 13:54:22,23.4°,52.7%
2023-05-27 13:54:23,23.2°,52.8%
2023-05-27 13:54:24,23.3°,53.1%
2023-05-27 13:54:25,23.4°,52.8%
2023-05-27 13:54:26,23.3°,52.7%
2023-05-27 13:54:27,23.5°,52.7%
2023-05-27 13:54:28,23.7°,52.9%
2023-05-27 13:54:29,23.6°,53.3%
2023-05-27 13:54:30,23.6°,53.1%
2023-05-27 13:54:31,23.4°,53.2%
2023-05-27 13:54:32,23.3°,52.7%
2023-05-27 13:54:33,23.5°,53.2%
2023-05-27 13:54:34,23.5°,52.8%
2023-05-27 13:54:35,23.3°,53.2%
2023-05-27 13:54:36,23.3°,52.8%
2023-05-27 13:54:37,23.4°,53.4%
2023-05-27 13:54:38,23.3°,52.7%
2023-05-27 13:54:39,23.3°,53.0%
2023-05-27 13:54:40,23.3°,53.0%
2023-05-27 13:54:41,23.2°,53.3%
2023-05-27 13:54:42,23.2°,53.2%
2023-05-27 13:54:43,23.2°,53.3%
2023-05-27 13:54:44,23.2°,53.2%
2023-05-27 13:54:45,23.0°,53.3%
2023-05-27 13:54:46,23.1°,53.4%
2023-05-27 13:54:47,22.9°,53.4%
2023-05-27 13:54:48,23.0°,53.5%
2023-05-27 13:54:49,23.0°,53.3%
2023-05-27 13:54:50,23.1°,52.8%
2023-05-27 13:54:51,22.9°,53.0%
2023-05-27 13:54:52,23.0°,52.5%
2023-05-27 13:54:53,23.1°,53.2%
2023-05-27 13:54:54,23.2°,53.0%
2023-05-27 13:54:55,23.2°,52.8%
2023-05-27 13:54:56,23.1°,53.3%
2023-05-27 13:54:57,23.3°,52.8%
2023-05-27 13:54:58,23.4°,53.4%
2023-05-27 13:54:59,23.2°,53.4%
2023-05-27 13:55:00,23.2°,52.6%
2023-05-27 13:55:01,23.1°,52.9%
2023-05-27 13:55:02,23.1°,53.0%
2023-05-27 13:55:03,23.2°,52.8%
2023-05-27 13:55:04,23.2°,52.6%
2023-05-27 13:55:05,23.2°,52.9%
2023-05-27 13:55:06,23.4°,52.6%
2023-05-27 13:55:07,23.6°,53.3%
2023-05-27 13:55:08,23.4°,53.4%
2023-05-27 13:55:09,23.3°,52.7%
2023-05-27 13:55:10,23.4°,53.2%
2023-05-27 13:55:11,23.3°,52.7%
2023-05-27 13:55:12,23.2°,53.2%
2023-05-27 13:55:13,23.2°,53.1%
2023-05-27 13:55:14,23.2°,53.5%
2023-05-27 13:55:15,23.1°,52.9%
2023-05-27 13:55:16,23.1°,52.6%
2023-05-27 13:55:17,23.1°,52.5%
2023-05-27 13:55:18,22.9°,53.2%
2023-05-27 13:55:19,23.1°,53.1%
2023-05-27 13:55:20,23.2°,52.8%
2023-05-27 13:55:21,23.0°,53.2%
2023-05-27 13:55:22,23.2°,53.1%
2023-05-27 13:55:23,23.2°,52.8%
2023-05-27 13:55:24,23.2°,53.3%
2023-05-27 13:55:25,23.2°,53.4%
2023-05-27 13:55:26,23.4°,53.1%
2023-05-27 13:55:27,23.4°,53.3%
2023-05-27 13:55:28,23.5°,52.8%
2023-05-27 13:55:29,23.6°,53.4%
2023-05-27 13:55:30,23.5°,52.7%
2023-05-27 13:55:31,23.5°,53.1%
2023-05-27 13:55:32,23.4°,53.0%
2023-05-27 13:55:33,23.3°,52.9%
2023-05-27 13:55:34,23.2°,52.6%
2023-05-27 13:55:35,23.3°,52.8%
2023-05-27 13:55:36,23.4°,53.5%
2023-05-27 13:55:37,23.4°,53.4%
2023-05-27 13:55:38,23.2°,53.2%
2023-05-27 13:55:39,23.3°,52.6%
2023-05-27 13:55:40,23.4°,53.2%
2023-05-27 13:55:41,23.5°,52.7%
2023-05-27 13:55:42,23.5°,53.0%
2023-05-27 13:55:43,23.3°,52.8%
2023-05-27 13:55:44,23.4°,52.7%
2023-05-27 13:55:45,23.3°,52.6%
2023-05-27 13:55:46,23.2°,52.9%
2023-05-27 13:55:47,23.3°,52.7%
2023-05-27 13:55:48,23.5°,53.5%
2023-05-27 13:55:49,23.7°,53.2%
2023-05-27 13:55:50,23.8°,53.0%
2023-05-27 13:55:51,23.9°,52.6%
2023-05-27 13:55:52,23.8°,53.1%
2023-05-27 13:55:53,23.6°,53.2%
2023-05-27 13:55:54,23.7°,52.6%
2023-05-27 13:55:55,23.5°,53.0%
2023-05-27 13:55:56,23.6°,52.9%
2023-05-27 13:55:57,23.5°,53.3%
2023-05-27 13:55:58,23.6°,53.5%
2023-05-27 13:55:59,23.7°,53.0%
2023-05-27 13:56:00,23.7°,53.4%
2023-05-27 13:56:01,23.8°,52.7%
2023-05-27 13:56:02,23.9°,52.5%
2023-05-27 13:56:03,24.0°,52.7%
2023-05-27 13:56:05,23.9°,53.2%
2023-05-27 13:56:06,24.1°,52.9%
2023-05-27 13:56:07,24.0°,53.2%
2023-05-27 13:56:08,23.8°,53.3%
2023-05-27 13:56:09,23.8°,53.0%
2023-05-27 13:56:10,23.6°,52.8%
2023-05-27 13:56:11,23.4°,52.7%
2023-05-27 13:56:12,23.3°,53.2%
2023-05-27 13:56:13,23.5°,53.4%
2023-05-27 13:56:14,23.4°,53.5%
2023-05-27 13:56:15,23.5°,52.6%
2023-05-27 13:56:16,23.6°,53.4%
2023-05-27 13:56:17,23.4°,53.1%
2023-05-27 13:56:18,23.3°,53.5%
2023-05-27 13:56:19,23.2°,53.0%
2023-05-27 13:56:20,23.1°,52.9%
2023-05-27 13:56:21,23.2°,52.6%
2023-05-27 13:56:22,23.2°,52.6%
2023-05-27 13:56:23,23.0°,53.5%
2023-05-27 13:56:24,22.9°,52.8%
2023-05-27 13:56:25,22.8°,53.2%
2023-05-27 13:56:26,22.6°,53.4%
2023-05-27 13:56:27,22.4°,53.4%
2023-05-27 13:56:28,22.3°,52.7%
2023-05-27 13:56:29,22.3°,53.3%
2023-05-27 13:56:30,22.2°,53.2%
2023-05-27 13:56:31,22.0°,52.7%
2023-05-27 13:56:32,21.9°,53.3%
2023-05-27 13:56:33,22.0°,53.3%
2023-05-27 13:56:34,21.8°,53.3%
2023-05-27 13:56:35,21.6°,53.3%
2023-05-27 13:56:36,21.7°,53.3%
2023-05-27 13:56:37,21.7°,53.2%
2023-05-27 13:56:38,21.7°,53.3%
2023-05-27 13:56:39,21.6°,52.9%
2023-05-27 13:56:40,21.8°,52.7%
2023-05-27 13:56:41,21.9°,53.4%
2023-05-27 13:56:42,21.7°,53.3%
2023-05-27 13:56:43,21.5°,53.3%
